id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	quinquennial	decennium	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	age_gap	gender_sender	gender_addressee	gender_pair
SB_M_395	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_398	3.66	0.00	0.00	0.00	0.00	1.83	1.83	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1678	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_4	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1668	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
SB_M_40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOHN BARCKMAN LEYONBERGH	CM	"JOHN BARCKMAN LEYONBERGH", "CM"	1668	1665-1669	1660-1669	1625	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
SB_M_400	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	JD	"WILLIAM SKINNER", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_403	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_404	12.83	0.00	12.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.83	0.00	0.00	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOHN BARCKMAN LEYONBERGH	CM	"JOHN BARCKMAN LEYONBERGH", "CM"	1668	1665-1669	1660-1669	1625	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
SB_M_410	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1678	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	36	FEMALE	MALE	FEMALE-MALE
SB_M_411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1678	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	JD	"WILLIAM SKINNER", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_418	4.68	0.00	0.00	2.34	0.00	0.00	2.34	0.00	0.00	0.00	2.34	2.34	0.00	0.00	0.00	BUSINESS; AGENT	PHILIP BOTTE	JD	"PHILIP BOTTE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_419	12.83	0.00	12.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.83	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOHN BARCKMAN LEYONBERGH	CM	"JOHN BARCKMAN LEYONBERGH", "CM"			1660-1669	1625	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
SB_M_423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	JD	"WILLEM MOMMA", "JD"	1678	1675-1679	1670-1679	1601	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	39	MALE	MALE	MALE-MALE
SB_M_425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	THOMAS PERMAN	JD	"THOMAS PERMAN", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1678	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOHN BARCKMAN LEYONBERGH	CM	"JOHN BARCKMAN LEYONBERGH", "CM"	1668	1665-1669	1660-1669	1625	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
SB_M_430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_431	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1679	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_432	12.83	0.00	0.00	0.00	0.00	0.00	0.00	12.83	0.00	0.00	0.00	12.83	0.00	0.00	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1679	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	JD	"WILLEM MOMMA", "JD"	1678	1675-1679	1670-1679	1601	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	39	MALE	MALE	MALE-MALE
SB_M_434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	JD	"WILLEM MOMMA", "JD"	1678	1675-1679	1670-1679	1601	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	39	MALE	MALE	MALE-MALE
SB_M_435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1679	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOHN BARCKMAN LEYONBERGH	CM	"JOHN BARCKMAN LEYONBERGH", "CM"	1668	1665-1669	1660-1669	1625	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
SB_M_445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	THOMAS PERMAN	JD	"THOMAS PERMAN", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_446	12.83	0.00	12.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.83	0.00	0.00	0.00	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1679	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_448	1.63	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	BUSINESS; PRINCIPAL	THOMAS PERMAN	JD	"THOMAS PERMAN", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JAN VAN SAVELANT	CM	"JAN VAN SAVELANT", "CM"	1668	1665-1669	1660-1669	1603	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	30	MALE	MALE	MALE-MALE
SB_M_450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	9	MALE	MALE	MALE-MALE
SB_M_453	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1679	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_458	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	9	MALE	MALE	MALE-MALE
SB_M_461	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	9	MALE	MALE	MALE-MALE
SB_M_464	3.66	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	1.83	1.83	0.00	0.00	1.83	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1679	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_466	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1679	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_468	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	9	MALE	MALE	MALE-MALE
SB_M_469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	LOUIS TRIP	JD	"LOUIS TRIP", "JD"	1679	1675-1679	1670-1679	1654	1640	1640-1680	1640-1680	TRUE	TRUE	FALSE	TRUE	35	MALE	MALE	MALE-MALE
SB_M_471	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_475	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1680	1680-1685	1680-1689	UNK	1640	1640-1680	1640-1680	UNK	UNK	TRUE	UNK		MALE	MALE	MALE-MALE
SB_M_476	1.63	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1680	1680-1685	1680-1689	1629	1640	1600-1640	1640-1680	TRUE	TRUE	TRUE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1680	1680-1685	1680-1689	UNK	1640	UNK	1640-1680	UNK	UNK	TRUE	UNK		MALE	MALE	MALE-MALE
SB_M_48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	PIETRO VAN TEYLINGEN & CO	CM	"PIETRO VAN TEYLINGEN & CO", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	CM	"STEVEN DE GEER", "CM"	1668	1665-1669	1660-1669	1629	1633	1600-1640	1600-1640	TRUE	FALSE	FALSE	FALSE	4	MALE	MALE	MALE-MALE
SB_M_5	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1668	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
SB_M_50	1.63	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	TAR COMPANY DIRECTORS	CM	"TAR COMPANY DIRECTORS", "CM"	1668	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	CM	"STEVEN DE GEER", "CM"	1668	1665-1669	1660-1669	1629	1633	1600-1640	1600-1640	TRUE	FALSE	FALSE	FALSE	4	MALE	MALE	MALE-MALE
SB_M_53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_56	4.68	0.00	0.00	0.00	0.00	0.00	4.68	0.00	0.00	0.00	4.68	0.00	0.00	0.00	0.00	BUSINESS; AGENT	PIETRO VAN TEYLINGEN & CO	CM	"PIETRO VAN TEYLINGEN & CO", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_6	1.63	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	BUSINESS; PRINCIPAL	ABRAHAM MOMMA REENSTIERNA	CM	"ABRAHAM MOMMA REENSTIERNA", "CM"	1668	1665-1669	1660-1669	1623	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	10	MALE	MALE	MALE-MALE
SB_M_60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN	CM	"JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN", "CM"	1668	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	TRUE	MULT	FALSE	FALSE		MALE	MALE	MALE-MALE
SB_M_65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	TAR COMPANY DIRECTORS	CM	"TAR COMPANY DIRECTORS", "CM"	1668	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOHN BARCKMAN LEYONBERGH	CM	"JOHN BARCKMAN LEYONBERGH", "CM"	1669	1665-1669	1660-1669	1625	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
SB_M_69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	LOUIS TRIP	CM	"LOUIS TRIP", "CM"	1669	1665-1669	1660-1669	1654	1633	1640-1680	1600-1640	TRUE	TRUE	FALSE	TRUE	28	MALE	MALE	MALE-MALE
SB_M_70	1.63	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JAN VAN SAVELANT	CM	"JAN VAN SAVELANT", "CM"	1668	1665-1669	1660-1669	1603	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	30	MALE	MALE	MALE-MALE
SB_M_71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM BROWNE	CM	"WILLIAM BROWNE", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	CM	"PETER CAULIER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1669	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
SB_M_75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	CM	"WILLEM MOMMA", "CM"	1669	1665-1669	1660-1669	1601	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	32	MALE	MALE	MALE-MALE
SB_M_77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & DAVID VAN BAERLE	CM	"JEAN & DAVID VAN BAERLE", "CM"	1669	1665-1669	1660-1669	MULT	1633	UNK	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM BROWNE	CM	"WILLIAM BROWNE", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	CM	"STEVEN DE GEER", "CM"	1668	1665-1669	1660-1669	1629	1633	1600-1640	1600-1640	TRUE	FALSE	FALSE	FALSE	4	MALE	MALE	MALE-MALE
SB_M_80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	CM	"WILLEM MOMMA", "CM"	1669	1665-1669	1660-1669	1601	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	32	MALE	MALE	MALE-MALE
SB_M_83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	CM	"ARNOLD RULAND", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
